url	status	replacement	replacement_source	comment
http://mw.modhistory.com/download-8-11605	DEFUNCT_HOSTNAME	https://web.archive.org/web/20220729082226/https://mw.modhistory.com/download-8-11605	REQUEST	The request times out.
http://mw.modhistory.com/download-8-7483	DEFUNCT_HOSTNAME	https://web.archive.org/web/20221120062833/https://mw.modhistory.com/download-8-7483	REQUEST	The request times out.
http://mw.modhistory.com/download-80-11007	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-80-11007	INDEX	The request times out.
http://mw.modhistory.com/download-80-9183	DEFUNCT_HOSTNAME	https://web.archive.org/web/20201112023808/http://mw.modhistory.com/download-80-9183	REQUEST	The request times out.
http://mw.modhistory.com/download-87-14676	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-87-14676	INDEX	The request times out.
http://mw.modhistory.com/download-87-15410	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-87-15410	INDEX	The request times out.
http://mw.modhistory.com/download-87-5625	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-87-5625	INDEX	The request times out.
http://mw.modhistory.com/download-90-10996	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-10996	INDEX	The request times out.
http://mw.modhistory.com/download-90-11436	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-11436	INDEX	The request times out.
http://mw.modhistory.com/download-90-11600	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-11600	INDEX	The request times out.
http://mw.modhistory.com/download-90-12647	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-12647	INDEX	The request times out.
http://mw.modhistory.com/download-90-13208	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-13208	INDEX	The request times out.
http://mw.modhistory.com/download-90-13337	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-13337	INDEX	The request times out.
http://mw.modhistory.com/download-90-13869	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-13869	INDEX	The request times out.
http://mw.modhistory.com/download-90-14007	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-14007	INDEX	The request times out.
http://mw.modhistory.com/download-90-14308	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-14308	INDEX	The request times out.
http://mw.modhistory.com/download-90-459	DEFUNCT_HOSTNAME	https://web.archive.org/web/20161103152243/https://mw.modhistory.com/download-90-459	INDEX	The request times out.
